Co-ordinates for prisons in c18th London.

Clink, 51.507078, -0.091931
Borough Compter, 51.5044, -0.0908
Fleet Prison, 51.516111111, -0.105
Poultry Compter, 51.5137, -0.0906
Tothill Fields Bridewell, 51.496111, -0.139722
Westminster Gatehouse Prison, 51.4992, -0.129
Wood Street Compter, 51.515278, -0.094167
